journal_id,posting_datetime,debit_account,credit_account,amount,currency,source,user_id,user_role,is_reversal,description
JE000936,2025-01-23T14:07:00,Accounts Receivable,Accounts Receivable,8001.79,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000937,2025-10-10T14:19:00,Cash,Inventory,1205.9,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE000938,2025-11-17T16:53:00,Accounts Receivable,Revenue,16906.79,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000939,2025-10-16T09:28:00,Accounts Receivable,Revenue,19191.99,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE000940,2025-10-26T10:59:00,Accounts Receivable,Inventory,134267.67,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE000941,2025-11-05T10:59:00,Cash,Revenue,101213.78,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE000942,2025-08-25T12:57:00,Cash,Revenue,5414.24,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE000943,2025-04-10T14:10:00,Sales Returns,Inventory,14428.57,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE000944,2025-08-31T17:16:00,Accounts Receivable,Revenue,2237.15,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000945,2025-07-16T10:26:00,Cash,Inventory,3076.86,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE000946,2025-03-05T08:50:00,Accounts Receivable,Inventory,397138.82,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000947,2025-06-25T17:57:00,Cash,Revenue,5049.2,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE000948,2025-07-23T11:42:00,Cash,Inventory,59923.74,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE000949,2025-08-17T17:53:00,Accounts Receivable,Inventory,1092.99,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000950,2025-04-13T12:22:00,Accounts Receivable,Revenue,89883.0,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000951,2025-09-27T16:31:00,Sales Returns,Inventory,4718.28,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE000952,2025-09-13T08:18:00,Sales Returns,Revenue,2066.93,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE000953,2025-10-11T11:15:00,Sales Returns,Inventory,15126.91,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000954,2025-06-01T17:37:00,Accounts Receivable,Inventory,145303.52,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000955,2025-08-09T11:48:00,Sales Returns,Revenue,11457.39,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE000956,2025-01-22T09:29:00,Sales Returns,Revenue,27344.57,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000957,2025-04-03T13:08:00,Sales Returns,Revenue,2023.91,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE000958,2025-07-30T15:50:00,Sales Returns,Revenue,2284.84,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE000959,2025-03-27T15:42:00,Sales Returns,Revenue,4022.96,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000960,2025-03-30T09:05:00,Cash,Revenue,1068030.69,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000961,2025-03-09T16:17:00,Cash,Revenue,1197.16,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000962,2025-04-27T15:22:00,Sales Returns,Revenue,64445.68,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE000963,2025-08-28T11:33:00,Accounts Receivable,Revenue,797582.54,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE000964,2025-07-14T16:14:00,Accounts Receivable,Accounts Receivable,3138.93,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE000965,2025-09-08T18:25:00,Accounts Receivable,Revenue,1045268.98,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000966,2025-07-07T08:30:00,Sales Returns,Revenue,9895.83,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE000967,2025-01-29T14:01:00,Cash,Revenue,6005.7,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000968,2025-12-04T14:54:00,Cash,Accounts Receivable,251298.66,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE000969,2025-04-29T09:37:00,Accounts Receivable,Accounts Receivable,458047.09,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000970,2025-06-13T10:05:00,Cash,Revenue,31952.13,CNY,manual,u004,Controller,False,Synthetic journal entry for audit analytics
JE000971,2025-10-17T15:17:00,Accounts Receivable,Accounts Receivable,1126591.96,CNY,manual,u005,CFO,False,Synthetic journal entry for audit analytics
JE000972,2025-06-08T18:18:00,Cash,Accounts Receivable,3547.73,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE000973,2025-08-01T10:56:00,Sales Returns,Inventory,48898.9,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE000974,2025-08-28T11:07:00,Cash,Inventory,23861.26,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE000975,2025-09-28T08:49:00,Accounts Receivable,Revenue,2547.71,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE000976,2025-04-24T15:50:00,Cash,Inventory,2468.75,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE000977,2025-08-13T11:14:00,Cash,Revenue,1898.6,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE000978,2025-11-24T11:12:00,Accounts Receivable,Revenue,1368.67,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE000979,2025-06-15T13:55:00,Cash,Revenue,7998.71,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000980,2025-04-03T13:26:00,Sales Returns,Accounts Receivable,280875.75,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000981,2025-09-05T14:54:00,Accounts Receivable,Accounts Receivable,72995.91,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE000982,2025-04-30T16:49:00,Cash,Inventory,471521.12,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000983,2025-11-10T11:37:00,Cash,Inventory,742456.83,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE000984,2025-06-04T09:06:00,Sales Returns,Inventory,1207077.02,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE000985,2025-02-10T18:02:00,Cash,Inventory,835664.9,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE000986,2025-06-23T12:19:00,Cash,Accounts Receivable,6709.15,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000987,2025-06-07T15:55:00,Sales Returns,Inventory,23370.35,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000988,2025-01-26T11:40:00,Cash,Inventory,181559.33,CNY,manual,u005,CFO,False,Synthetic journal entry for audit analytics
JE000989,2025-01-15T16:25:00,Sales Returns,Accounts Receivable,946078.6,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE000990,2025-09-09T15:18:00,Cash,Inventory,5673.65,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000991,2025-07-13T10:12:00,Sales Returns,Accounts Receivable,3156.77,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE000992,2025-03-03T13:18:00,Sales Returns,Inventory,223203.05,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE000993,2025-06-16T17:53:00,Accounts Receivable,Revenue,279515.67,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE000994,2025-06-21T18:47:00,Cash,Inventory,18697.48,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE000995,2025-09-16T14:52:00,Cash,Revenue,321250.72,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE000996,2025-11-29T16:08:00,Sales Returns,Accounts Receivable,4665.65,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE000997,2025-04-28T13:14:00,Cash,Revenue,26371.04,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE000998,2025-08-16T10:30:00,Cash,Accounts Receivable,3314.68,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE000999,2025-01-31T09:11:00,Accounts Receivable,Inventory,54624.74,CNY,manual,u004,Controller,False,Synthetic journal entry for audit analytics
JE001000,2025-09-17T12:19:00,Accounts Receivable,Inventory,131415.14,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001001,2025-09-24T15:05:00,Accounts Receivable,Revenue,115756.86,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001002,2025-04-30T17:03:00,Cash,Accounts Receivable,10066.96,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001003,2025-11-12T12:35:00,Cash,Inventory,6424.36,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001004,2025-09-25T16:41:00,Accounts Receivable,Revenue,1006693.94,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001005,2025-09-23T10:21:00,Cash,Inventory,735064.47,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE001006,2025-08-09T16:41:00,Accounts Receivable,Revenue,38675.51,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001007,2025-01-24T10:52:00,Accounts Receivable,Inventory,2651.59,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE001008,2025-03-15T18:35:00,Sales Returns,Accounts Receivable,77483.36,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001009,2025-04-17T18:30:00,Cash,Accounts Receivable,395042.65,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001010,2025-01-09T11:48:00,Accounts Receivable,Accounts Receivable,89347.54,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001011,2025-03-01T09:52:00,Accounts Receivable,Revenue,13098.07,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001012,2025-12-16T11:15:00,Sales Returns,Inventory,8941.1,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001013,2025-04-22T14:47:00,Cash,Inventory,92059.42,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001014,2025-05-13T09:18:00,Sales Returns,Inventory,333748.14,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001015,2025-12-08T16:39:00,Sales Returns,Inventory,3943.23,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001016,2025-07-16T08:04:00,Sales Returns,Inventory,554403.73,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001017,2025-06-25T18:07:00,Cash,Revenue,25372.06,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001018,2025-09-01T08:26:00,Sales Returns,Inventory,11001.0,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE001019,2025-06-18T18:57:00,Sales Returns,Revenue,1053486.71,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001020,2025-12-21T09:05:00,Sales Returns,Inventory,54431.18,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001021,2025-06-08T12:34:00,Cash,Accounts Receivable,6457.61,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001022,2025-09-13T11:43:00,Accounts Receivable,Accounts Receivable,20577.22,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE001023,2025-02-08T15:50:00,Sales Returns,Inventory,2189.07,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001024,2025-11-12T11:26:00,Sales Returns,Inventory,1153.31,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001025,2025-12-23T10:49:00,Sales Returns,Inventory,59851.99,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001026,2025-06-12T13:15:00,Sales Returns,Revenue,1593.13,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001027,2025-11-28T11:05:00,Sales Returns,Revenue,91405.23,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001028,2025-10-07T13:54:00,Sales Returns,Accounts Receivable,16634.38,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001029,2025-11-21T08:33:00,Cash,Revenue,5861.55,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001030,2025-01-08T17:04:00,Accounts Receivable,Revenue,63964.12,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001031,2025-08-29T17:20:00,Accounts Receivable,Accounts Receivable,1637.61,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001032,2025-11-27T11:31:00,Cash,Revenue,23138.69,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001033,2025-11-28T12:39:00,Cash,Revenue,14656.17,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE001034,2025-12-09T11:30:00,Sales Returns,Inventory,69004.56,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001035,2025-03-25T10:23:00,Sales Returns,Revenue,322356.95,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001036,2025-02-08T16:52:00,Accounts Receivable,Accounts Receivable,9072.7,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001037,2025-07-17T16:01:00,Accounts Receivable,Inventory,113862.19,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001038,2025-06-19T13:38:00,Cash,Revenue,7260.84,CNY,manual,u004,Controller,False,Synthetic journal entry for audit analytics
JE001039,2025-12-19T18:19:00,Cash,Accounts Receivable,96847.18,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001040,2025-03-22T11:10:00,Cash,Revenue,16007.02,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001041,2025-09-17T16:32:00,Sales Returns,Revenue,3277.42,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001042,2025-08-19T17:20:00,Accounts Receivable,Accounts Receivable,435504.14,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001043,2025-12-03T18:02:00,Cash,Revenue,138460.2,CNY,subledger,u004,Controller,False,Synthetic journal entry for audit analytics
JE001044,2025-02-25T17:55:00,Cash,Revenue,188959.73,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001045,2025-12-29T09:04:00,Accounts Receivable,Accounts Receivable,120766.32,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001046,2025-02-01T17:23:00,Accounts Receivable,Revenue,14872.79,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001047,2025-04-14T10:45:00,Sales Returns,Revenue,41558.82,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001048,2025-09-15T12:20:00,Sales Returns,Inventory,8877.99,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001049,2025-03-02T08:14:00,Sales Returns,Revenue,740519.95,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001050,2025-10-14T12:07:00,Accounts Receivable,Accounts Receivable,30208.14,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE001051,2025-07-05T17:11:00,Sales Returns,Inventory,166549.19,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001052,2025-07-25T11:54:00,Accounts Receivable,Accounts Receivable,15155.74,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001053,2025-09-11T15:17:00,Sales Returns,Revenue,80998.58,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001054,2025-07-14T13:13:00,Accounts Receivable,Accounts Receivable,4691.78,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001055,2025-07-25T10:08:00,Cash,Inventory,107438.94,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE001056,2025-06-13T15:56:00,Cash,Revenue,7932.56,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001057,2025-11-26T10:48:00,Cash,Revenue,4419.47,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE001058,2025-03-03T17:27:00,Accounts Receivable,Accounts Receivable,8595.41,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001059,2025-05-31T16:42:00,Cash,Accounts Receivable,1295914.53,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001060,2025-08-03T15:05:00,Sales Returns,Inventory,282595.24,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001061,2025-11-12T10:10:00,Sales Returns,Accounts Receivable,312719.93,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001062,2025-07-20T16:39:00,Cash,Revenue,2240.86,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001063,2025-09-10T15:04:00,Cash,Revenue,54727.59,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001064,2025-10-10T16:39:00,Accounts Receivable,Revenue,28715.21,CNY,subledger,u005,CFO,False,Synthetic journal entry for audit analytics
JE001065,2025-06-23T11:06:00,Accounts Receivable,Revenue,1311.26,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE001066,2025-07-10T12:29:00,Cash,Inventory,3949.8,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001067,2025-06-10T11:02:00,Cash,Accounts Receivable,424218.24,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE001068,2025-10-30T18:06:00,Sales Returns,Inventory,5241.13,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001069,2025-03-30T12:25:00,Sales Returns,Inventory,7870.76,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001070,2025-06-18T08:44:00,Sales Returns,Inventory,770676.61,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001071,2025-08-23T11:47:00,Sales Returns,Accounts Receivable,343622.7,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001072,2025-04-07T08:18:00,Accounts Receivable,Revenue,512097.37,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001073,2025-03-26T11:09:00,Accounts Receivable,Accounts Receivable,347656.87,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001074,2025-05-04T12:58:00,Sales Returns,Revenue,2656.53,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001075,2025-07-07T08:05:00,Accounts Receivable,Accounts Receivable,364083.34,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001076,2025-11-08T18:44:00,Sales Returns,Revenue,159715.25,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001077,2025-05-28T15:56:00,Accounts Receivable,Inventory,429851.52,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE001078,2025-07-01T13:39:00,Accounts Receivable,Inventory,2499.42,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001079,2025-05-17T18:08:00,Sales Returns,Revenue,628969.13,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE001080,2025-06-21T10:10:00,Cash,Revenue,1246.97,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001081,2025-06-06T08:58:00,Cash,Revenue,1350.01,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001082,2025-11-14T11:27:00,Accounts Receivable,Revenue,75652.46,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001083,2025-04-02T14:17:00,Cash,Inventory,1272579.1,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001084,2025-10-28T10:58:00,Cash,Accounts Receivable,475210.7,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001085,2025-01-13T14:03:00,Cash,Revenue,69628.71,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001086,2025-10-20T10:45:00,Cash,Accounts Receivable,554501.69,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001087,2025-05-20T14:43:00,Sales Returns,Accounts Receivable,6156.3,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE001088,2025-10-19T12:03:00,Accounts Receivable,Accounts Receivable,435411.01,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001089,2025-02-25T11:57:00,Accounts Receivable,Inventory,505037.07,CNY,manual,u005,CFO,False,Synthetic journal entry for audit analytics
JE001090,2025-06-12T14:28:00,Sales Returns,Accounts Receivable,5295.62,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001091,2025-11-23T10:48:00,Accounts Receivable,Inventory,10251.98,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001092,2025-06-04T15:54:00,Accounts Receivable,Revenue,502216.28,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001093,2025-04-18T15:03:00,Accounts Receivable,Revenue,2714.12,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001094,2025-12-17T10:31:00,Cash,Revenue,5198.59,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001095,2025-08-19T14:56:00,Sales Returns,Inventory,487136.82,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001096,2025-09-04T18:14:00,Accounts Receivable,Accounts Receivable,3438.54,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001097,2025-10-27T18:32:00,Cash,Inventory,2140.54,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE001098,2025-12-31T11:35:00,Cash,Revenue,3286.64,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001099,2025-02-26T16:50:00,Sales Returns,Accounts Receivable,270157.62,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001100,2025-06-29T18:00:00,Sales Returns,Inventory,23012.72,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001101,2025-07-21T11:37:00,Accounts Receivable,Accounts Receivable,12005.24,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE001102,2025-07-09T16:54:00,Cash,Inventory,354428.19,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001103,2025-04-12T18:54:00,Accounts Receivable,Accounts Receivable,6100.02,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001104,2025-07-17T12:00:00,Accounts Receivable,Accounts Receivable,56136.68,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001105,2025-07-27T14:56:00,Cash,Revenue,8216.82,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE001106,2025-09-10T11:54:00,Sales Returns,Accounts Receivable,58664.32,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE001107,2025-12-16T13:36:00,Accounts Receivable,Inventory,781800.56,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001108,2025-10-15T08:31:00,Sales Returns,Revenue,40480.82,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001109,2025-03-24T11:44:00,Sales Returns,Accounts Receivable,2088.93,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001110,2025-01-19T18:20:00,Accounts Receivable,Revenue,255235.63,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001111,2025-10-22T10:17:00,Sales Returns,Revenue,2793.45,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE001112,2025-05-16T15:16:00,Cash,Revenue,5272.56,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001113,2025-03-06T13:24:00,Accounts Receivable,Inventory,148879.3,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001114,2025-04-28T16:59:00,Cash,Revenue,404030.36,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001115,2025-01-17T11:59:00,Cash,Revenue,49615.6,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001116,2025-01-02T13:25:00,Accounts Receivable,Revenue,7029.92,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001117,2025-05-18T15:57:00,Cash,Accounts Receivable,5791.17,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001118,2025-12-09T12:31:00,Sales Returns,Revenue,39858.6,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001119,2025-12-15T12:36:00,Sales Returns,Inventory,14185.72,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001120,2025-12-03T11:37:00,Accounts Receivable,Accounts Receivable,334263.12,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001121,2025-01-30T15:29:00,Accounts Receivable,Accounts Receivable,9564.84,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001122,2025-08-09T10:45:00,Accounts Receivable,Revenue,569467.86,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001123,2025-04-02T11:39:00,Cash,Accounts Receivable,1501762.5,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001124,2025-01-08T12:08:00,Sales Returns,Inventory,776697.77,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001125,2025-06-30T11:17:00,Accounts Receivable,Accounts Receivable,7768.78,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001126,2025-02-21T17:03:00,Accounts Receivable,Inventory,16127.52,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001127,2025-12-18T15:01:00,Accounts Receivable,Accounts Receivable,364989.76,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001128,2025-05-31T10:07:00,Sales Returns,Accounts Receivable,1069768.41,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE001129,2025-11-22T10:15:00,Accounts Receivable,Inventory,1255172.85,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001130,2025-10-17T15:26:00,Accounts Receivable,Accounts Receivable,184006.95,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001131,2025-03-16T14:52:00,Accounts Receivable,Accounts Receivable,3381.79,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001132,2025-07-15T17:12:00,Cash,Inventory,40438.88,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001133,2025-09-03T13:25:00,Sales Returns,Inventory,1354.1,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001134,2025-12-22T09:22:00,Sales Returns,Revenue,1274.36,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE001135,2025-11-04T12:40:00,Accounts Receivable,Revenue,30870.55,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE001136,2025-05-15T12:46:00,Accounts Receivable,Inventory,3216.99,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001137,2025-11-14T08:49:00,Sales Returns,Inventory,1502481.3,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE001138,2025-03-13T14:48:00,Accounts Receivable,Inventory,860593.97,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
