transaction_id,customer_id,customer_name,region,product,invoice_date,shipment_date,recognition_date,quantity,sales_amount,cost_amount,return_amount,customer_tenure_days
INV001190,C0178,Customer 0178,East China,Robot arm,2025-04-21,2025-04-22,2025-04-22,3,535976.16,407341.89,0,949
INV001191,C0293,Customer 0293,South China,Robot arm,2025-01-04,2025-01-05,2025-01-06,3,599729.1,455794.12,0,1694
INV001192,C0190,Customer 0190,South China,Industrial sensor,2025-12-04,2025-12-04,2025-12-05,3,26833.77,17710.29,0,1051
INV001193,C0272,Customer 0272,Central China,Production cell,2025-11-22,2025-11-21,2025-11-21,6,4274344.07,3376731.81,0,1115
INV001194,C0057,Customer 0057,Export,Production cell,2025-06-17,2025-06-19,2025-06-19,12,7638617.95,6034508.18,0,351
INV001195,C0286,Customer 0286,South China,Control module,2025-04-30,2025-04-30,2025-04-30,1,16139.13,11297.39,0,1815
INV001196,C0033,Customer 0033,West China,Industrial sensor,2025-06-30,2025-06-30,2025-07-01,8,63491.76,41904.56,0,2074
INV001197,C0344,Customer 0344,Central China,Industrial sensor,2025-05-24,2025-05-23,2025-05-23,3,23755.7,15678.76,0,129
INV001198,C0110,Customer 0110,North China,Robot arm,2025-07-04,2025-07-04,2025-07-04,1,189331.12,143891.65,0,-3
INV001199,C0118,Customer 0118,East China,Control module,2025-12-01,2025-12-01,2025-12-01,1,15601.95,10921.37,0,2293
INV001200,C0315,Customer 0315,South China,Inspection camera,2025-06-19,2025-06-19,2025-06-20,11,469439.0,300440.96,0,2386
INV001201,C0305,Customer 0305,Export,Robot arm,2025-11-03,2025-11-03,2025-11-04,9,1761544.29,1338773.66,0,2308
INV001202,C0204,Customer 0204,North China,Robot arm,2025-04-18,2025-04-17,2025-04-17,4,715588.75,543847.45,0,632
INV001203,C0277,Customer 0277,Export,Control module,2025-05-10,2025-05-10,2025-05-11,1,14949.25,10464.47,0,1943
INV001204,C0079,Customer 0079,South China,Robot arm,2025-06-13,2025-06-14,2025-06-14,3,518452.05,394023.56,0,635
INV001205,C0261,Customer 0261,Export,Industrial sensor,2025-02-10,2025-02-12,2025-02-12,1,8181.83,5400.01,5803.49,864
INV001206,C0282,Customer 0282,Export,Servo drive,2025-05-12,2025-05-12,2025-05-13,9,229642.37,165342.51,0,795
INV001207,C0201,Customer 0201,Central China,Servo drive,2025-04-14,2025-04-13,2025-04-13,9,262108.87,188718.39,0,1082
INV001208,C0296,Customer 0296,North China,Industrial sensor,2025-08-25,2025-08-25,2025-08-25,3,27425.07,18100.54,0,2524
INV001209,C0216,Customer 0216,West China,Robot arm,2025-09-20,2025-09-22,2025-09-22,4,696748.9,529529.16,0,141
INV001210,C0251,Customer 0251,South China,Servo drive,2025-10-10,2025-10-10,2025-10-11,7,203905.02,146811.61,0,3022
INV001211,C0302,Customer 0302,South China,Inspection camera,2025-05-05,2025-05-05,2025-05-05,4,179310.19,114758.52,0,985
INV001212,C0286,Customer 0286,South China,Production cell,2025-08-04,2025-08-04,2025-08-04,1,701887.87,554491.41,0,1911
INV001213,C0260,Customer 0260,North China,Industrial sensor,2025-09-13,2025-09-12,2025-09-13,10,82679.91,54568.74,0,2363
INV001214,C0274,Customer 0274,South China,Inspection camera,2025-08-06,2025-08-06,2025-08-06,2,82745.03,52956.82,0,1240
INV001215,C0133,Customer 0133,East China,Industrial sensor,2025-11-10,2025-11-09,2025-11-09,3,24589.99,16229.39,0,837
INV001216,C0289,Customer 0289,Export,Production cell,2025-10-15,2025-10-15,2025-10-15,10,6265560.89,4949793.11,0,2445
INV001217,C0119,Customer 0119,East China,Inspection camera,2025-01-09,2025-01-10,2025-01-10,5,206979.22,132466.7,0,2427
INV001218,C0141,Customer 0141,North China,Control module,2025-04-28,2025-04-27,2025-04-27,5,75266.41,52686.49,0,2522
INV001219,C0064,Customer 0064,Central China,Inspection camera,2025-10-14,2025-10-15,2025-10-15,3,116375.04,74480.03,0,2863
INV001220,C0058,Customer 0058,East China,Control module,2025-08-03,2025-08-03,2025-08-03,8,127817.21,89472.05,0,2503
INV001221,C0055,Customer 0055,West China,Control module,2025-10-15,2025-10-17,2025-10-17,10,146387.54,102471.28,0,2715
INV001222,C0152,Customer 0152,West China,Robot arm,2025-08-11,2025-08-10,2025-08-10,4,769248.95,584629.2,0,2410
INV001223,C0079,Customer 0079,South China,Robot arm,2025-10-06,2025-10-06,2025-10-06,7,1288619.4,979350.74,0,750
INV001224,C0041,Customer 0041,Central China,Control module,2025-04-30,2025-04-30,2025-04-30,7,104688.58,73282.01,0,204
INV001225,C0241,Customer 0241,North China,Control module,2025-08-04,2025-08-04,2025-08-05,8,132818.82,92973.18,0,556
INV001226,C0159,Customer 0159,Export,Production cell,2025-06-16,2025-06-17,2025-06-17,9,5690946.71,4495847.9,0,2471
INV001227,C0221,Customer 0221,North China,Robot arm,2025-01-28,2025-01-30,2025-01-30,5,886618.18,673829.82,0,1990
INV001228,C0108,Customer 0108,Central China,Industrial sensor,2025-09-26,2025-09-26,2025-09-26,7,63532.36,41931.36,0,2796
INV001229,C0136,Customer 0136,West China,Servo drive,2025-06-18,2025-06-17,2025-06-17,6,163668.88,117841.59,0,2426
INV001230,C0201,Customer 0201,Central China,Production cell,2025-05-23,2025-05-25,2025-05-26,8,5584565.59,4411806.81,0,1121
INV001231,C0279,Customer 0279,Export,Industrial sensor,2025-02-09,2025-02-09,2025-02-09,4,35065.24,23143.06,0,1472
INV001232,C0298,Customer 0298,East China,Servo drive,2025-05-08,2025-05-08,2025-05-08,7,180316.07,129827.57,0,1121
INV001233,C0273,Customer 0273,South China,Control module,2025-04-25,2025-04-26,2025-04-26,5,73583.57,51508.5,0,541
INV001234,C0089,Customer 0089,Central China,Industrial sensor,2025-01-10,2025-01-10,2025-01-10,4,37050.0,24453.0,0,748
INV001235,C0200,Customer 0200,East China,Control module,2025-08-20,2025-08-22,2025-08-23,1,15452.59,10816.81,14757.09,501
INV001236,C0091,Customer 0091,South China,Production cell,2025-12-17,2025-12-17,2025-12-18,11,6966505.25,5503539.15,0,1863
INV001237,C0265,Customer 0265,West China,Robot arm,2025-11-15,2025-11-15,2025-11-15,3,544711.83,413980.99,0,447
INV001238,C0271,Customer 0271,North China,Control module,2025-05-12,2025-05-11,2025-05-11,1,14953.56,10467.49,0,2339
INV001239,C0225,Customer 0225,West China,Servo drive,2025-01-17,2025-01-17,2025-01-17,1,28091.32,20225.75,0,2850
INV001240,C0111,Customer 0111,Export,Production cell,2025-11-11,2025-11-11,2025-11-11,4,2589463.28,2045675.99,0,591
INV001241,C0103,Customer 0103,Export,Industrial sensor,2025-01-11,2025-01-11,2025-01-12,7,62849.06,41480.38,0,390
INV001242,C0038,Customer 0038,South China,Production cell,2025-07-04,2025-07-04,2025-07-05,9,6311591.6,4986157.37,0,2971
INV001243,C0118,Customer 0118,East China,Servo drive,2025-02-06,2025-02-05,2025-02-05,2,54092.45,38946.56,0,1995
INV001244,C0342,Customer 0342,South China,Inspection camera,2025-08-29,2025-08-29,2025-08-29,6,240455.4,153891.46,0,225
INV001245,C0350,Customer 0350,West China,Inspection camera,2025-06-14,2025-06-14,2025-06-14,9,360379.62,230642.96,0,1136
INV001246,C0201,Customer 0201,Central China,Production cell,2025-11-02,2025-11-02,2025-11-02,4,2503765.2,1977974.51,0,1284
INV001247,C0098,Customer 0098,Central China,Inspection camera,2025-02-27,2025-02-27,2025-02-27,3,126688.73,81080.79,0,2598
INV001248,C0292,Customer 0292,West China,Production cell,2025-08-31,2025-08-31,2025-08-31,12,8381141.16,6621101.52,0,1159
INV001249,C0278,Customer 0278,West China,Inspection camera,2025-11-23,2025-11-24,2025-11-24,7,312672.87,200110.63,0,2689
INV001250,C0046,Customer 0046,Central China,Control module,2025-06-03,2025-06-03,2025-06-03,6,100282.78,70197.94,0,2015
INV001251,C0094,Customer 0094,West China,Inspection camera,2025-02-08,2025-02-08,2025-02-08,1,44397.01,28414.09,0,1626
INV001252,C0093,Customer 0093,Central China,Robot arm,2025-10-17,2025-10-17,2025-10-18,12,2199543.99,1671653.43,0,2033
INV001253,C0009,Customer 0009,Central China,Robot arm,2025-04-29,2025-04-29,2025-04-29,8,1467713.42,1115462.2,0,2639
INV001254,C0153,Customer 0153,West China,Production cell,2025-01-23,2025-01-25,2025-01-26,2,1424518.22,1125369.39,0,281
INV001255,C0280,Customer 0280,West China,Production cell,2025-03-31,2025-04-02,2025-04-02,2,1381011.21,1090998.86,0,830
INV001256,C0097,Customer 0097,South China,Servo drive,2025-11-07,2025-11-07,2025-11-07,1,26590.72,19145.32,0,2355
INV001257,C0306,Customer 0306,North China,Inspection camera,2025-11-21,2025-11-23,2025-11-23,10,434310.92,277958.99,0,2375
INV001258,C0099,Customer 0099,West China,Robot arm,2025-01-14,2025-01-14,2025-01-14,8,1378902.72,1047966.07,0,1264
INV001259,C0200,Customer 0200,East China,Servo drive,2025-04-28,2025-04-27,2025-04-27,10,267695.78,192740.96,0,387
INV001260,C0011,Customer 0011,Central China,Control module,2025-09-12,2025-09-11,2025-09-12,12,179627.72,125739.4,0,2315
INV001261,C0126,Customer 0126,North China,Production cell,2025-10-12,2025-10-11,2025-10-11,1,710799.7,561531.76,0,395
INV001262,C0073,Customer 0073,North China,Inspection camera,2025-03-28,2025-03-29,2025-03-29,5,198148.25,126814.88,0,212
INV001263,C0168,Customer 0168,Export,Industrial sensor,2025-04-10,2025-04-11,2025-04-11,8,64033.16,42261.88,40603.65,878
INV001264,C0298,Customer 0298,East China,Production cell,2025-11-05,2025-11-05,2025-11-05,7,5132766.48,4054885.52,4285235.85,1302
INV001265,C0216,Customer 0216,West China,Robot arm,2025-04-19,2025-04-21,2025-04-21,3,521451.94,396303.48,0,-13
INV001266,C0009,Customer 0009,Central China,Control module,2025-11-19,2025-11-18,2025-11-18,1,14581.57,10207.1,0,2843
INV001267,C0177,Customer 0177,Export,Inspection camera,2025-03-04,2025-03-06,2025-03-06,10,419267.3,268331.07,0,346
INV001268,C0195,Customer 0195,West China,Servo drive,2025-03-18,2025-03-18,2025-03-19,3,86770.49,62474.76,44103.45,2367
INV001269,C0057,Customer 0057,Export,Servo drive,2025-02-12,2025-02-14,2025-02-14,8,226742.22,163254.4,0,226
INV001270,C0081,Customer 0081,Export,Inspection camera,2025-09-30,2025-09-30,2025-09-30,7,296919.29,190028.34,0,2394
INV001271,C0079,Customer 0079,South China,Control module,2025-04-28,2025-04-30,2025-04-30,1,14767.6,10337.32,0,589
INV001272,C0199,Customer 0199,West China,Inspection camera,2025-02-21,2025-02-21,2025-02-21,4,177035.17,113302.51,0,1898
INV001273,C0019,Customer 0019,Central China,Control module,2025-01-10,2025-01-10,2025-01-10,6,94041.03,65828.72,0,1442
INV001274,C0183,Customer 0183,North China,Industrial sensor,2025-07-23,2025-07-25,2025-07-25,5,39735.97,26225.74,0,1926
INV001275,C0128,Customer 0128,North China,Inspection camera,2025-11-21,2025-11-21,2025-11-21,3,132629.06,84882.6,0,2051
INV001276,C0334,Customer 0334,West China,Control module,2025-01-29,2025-01-29,2025-01-29,4,59665.66,41765.96,0,1079
INV001277,C0255,Customer 0255,Central China,Control module,2025-04-23,2025-04-25,2025-04-25,4,65593.89,45915.73,0,550
INV001278,C0341,Customer 0341,Export,Robot arm,2025-09-09,2025-09-09,2025-09-09,6,1084395.91,824140.89,0,2683
INV001279,C0331,Customer 0331,East China,Production cell,2025-04-15,2025-04-15,2025-04-15,8,5596519.88,4421250.7,0,2855
INV001280,C0259,Customer 0259,North China,Servo drive,2025-09-10,2025-09-11,2025-09-12,5,136010.62,97927.65,0,1675
INV001281,C0200,Customer 0200,East China,Servo drive,2025-08-16,2025-08-15,2025-08-15,5,136423.53,98224.94,0,497
INV001282,C0087,Customer 0087,Export,Robot arm,2025-01-04,2025-01-04,2025-01-05,1,195882.53,148870.72,0,2269
INV001283,C0126,Customer 0126,North China,Control module,2025-10-19,2025-10-19,2025-10-20,12,202365.29,141655.7,0,402
INV001284,C0315,Customer 0315,South China,Servo drive,2025-09-18,2025-09-19,2025-09-20,7,178404.14,128450.98,0,2477
INV001285,C0279,Customer 0279,Export,Industrial sensor,2025-11-16,2025-11-15,2025-11-16,10,88721.94,58556.48,0,1752
INV001286,C0261,Customer 0261,Export,Production cell,2025-12-12,2025-12-11,2025-12-11,12,7924227.59,6260139.79,0,1169
INV001287,C0167,Customer 0167,East China,Industrial sensor,2025-02-14,2025-02-14,2025-02-14,2,16394.95,10820.67,0,981
INV001288,C0161,Customer 0161,North China,Industrial sensor,2025-10-05,2025-10-05,2025-10-06,6,54175.12,35755.58,0,899
INV001289,C0215,Customer 0215,South China,Control module,2025-09-29,2025-09-28,2025-09-29,4,63736.58,44615.6,0,2322
INV001290,C0099,Customer 0099,West China,Robot arm,2025-11-04,2025-11-05,2025-11-06,12,2181234.25,1657738.03,0,1558
INV001291,C0112,Customer 0112,North China,Production cell,2025-11-28,2025-11-30,2025-11-30,4,2930830.78,2315356.32,0,1178
INV001292,C0087,Customer 0087,Export,Inspection camera,2025-03-24,2025-03-26,2025-03-26,9,359837.36,230295.91,0,2348
INV001293,C0243,Customer 0243,East China,Production cell,2025-07-02,2025-07-04,2025-07-04,9,6523818.31,5153816.46,0,897
INV001294,C0313,Customer 0313,Export,Servo drive,2025-05-21,2025-05-23,2025-05-23,10,280760.24,202147.37,0,135
INV001295,C0246,Customer 0246,South China,Servo drive,2025-06-04,2025-06-04,2025-06-05,9,232379.28,167313.08,0,319
INV001296,C0267,Customer 0267,West China,Control module,2025-10-03,2025-10-03,2025-10-03,3,46450.87,32515.61,0,1110
INV001297,C0034,Customer 0034,North China,Production cell,2025-06-06,2025-06-06,2025-06-07,3,2145440.72,1694898.17,0,335
INV001298,C0194,Customer 0194,South China,Industrial sensor,2025-06-13,2025-06-14,2025-06-14,4,33020.72,21793.67,0,1846
INV001299,C0076,Customer 0076,South China,Inspection camera,2025-11-25,2025-11-25,2025-11-26,7,270582.78,173172.98,0,2551
INV001300,C0045,Customer 0045,Central China,Industrial sensor,2025-11-26,2025-11-28,2025-11-29,11,89116.49,58816.88,0,2849
INV001301,C0127,Customer 0127,North China,Robot arm,2025-04-14,2025-04-14,2025-04-14,9,-1648830.52,1253111.19,0,234
INV001302,C0018,Customer 0018,East China,Production cell,2025-04-17,2025-04-19,2025-04-19,2,1264159.32,998685.86,0,1763
INV001303,C0309,Customer 0309,Export,Production cell,2025-10-18,2025-10-19,2025-10-19,4,2540616.93,2007087.37,0,1948
INV001304,C0073,Customer 0073,North China,Inspection camera,2025-12-27,2025-12-26,2025-12-27,10,411842.16,263578.98,0,486
INV001305,C0122,Customer 0122,Export,Production cell,2025-05-17,2025-05-19,2025-05-19,6,4041988.41,3193170.84,0,496
INV001306,C0105,Customer 0105,North China,Robot arm,2025-12-13,2025-12-13,2025-12-13,7,1292548.21,982336.64,0,934
INV001307,C0100,Customer 0100,North China,Control module,2025-05-13,2025-05-13,2025-05-13,6,99917.99,69942.6,0,2943
INV001308,C0089,Customer 0089,Central China,Robot arm,2025-04-11,2025-04-12,2025-04-12,9,1753511.36,1332668.64,0,839
INV001309,C0252,Customer 0252,West China,Industrial sensor,2025-09-28,2025-09-28,2025-09-29,2,16387.36,10815.66,0,185
INV001310,C0253,Customer 0253,Export,Servo drive,2025-06-13,2025-06-15,2025-06-15,11,313502.59,225721.86,0,1157
INV001311,C0288,Customer 0288,Central China,Robot arm,2025-01-12,2025-01-12,2025-01-12,3,548327.65,416729.01,0,2409
INV001312,C0061,Customer 0061,South China,Control module,2025-11-28,2025-11-28,2025-11-28,11,168648.7,118054.09,0,1018
INV001313,C0095,Customer 0095,East China,Production cell,2025-09-19,2025-09-18,2025-09-18,6,3786989.23,2991721.49,0,1362
INV001314,C0217,Customer 0217,North China,Inspection camera,2025-03-10,2025-03-10,2025-03-11,11,446963.62,286056.72,0,1224
INV001315,C0180,Customer 0180,West China,Control module,2025-07-18,2025-07-18,2025-07-18,7,113478.99,79435.29,0,1754
INV001316,C0214,Customer 0214,West China,Servo drive,2025-07-12,2025-07-14,2025-07-14,12,336302.99,242138.15,0,1436
INV001317,C0198,Customer 0198,East China,Servo drive,2025-07-20,2025-07-22,2025-07-23,6,170923.36,123064.82,0,146
INV001318,C0332,Customer 0332,West China,Servo drive,2025-02-05,2025-02-04,2025-02-05,5,143142.87,103062.87,0,1104
INV001319,C0016,Customer 0016,Central China,Production cell,2025-03-15,2025-03-16,2025-03-17,5,3239175.84,2558948.91,0,1817
INV001320,C0175,Customer 0175,East China,Industrial sensor,2025-11-17,2025-11-19,2025-11-20,8,68771.5,45389.19,0,897
INV001321,C0249,Customer 0249,South China,Robot arm,2025-01-21,2025-01-22,2025-01-23,10,1959450.09,1489182.07,0,652
INV001322,C0001,Customer 0001,North China,Inspection camera,2025-12-27,2025-12-27,2025-12-27,12,503214.14,322057.05,0,2795
INV001323,C0263,Customer 0263,Central China,Robot arm,2025-01-18,2025-01-17,2025-01-17,2,379005.72,288044.35,0,2718
INV001324,C0262,Customer 0262,South China,Production cell,2025-04-18,2025-04-19,2025-04-19,9,6414947.5,5067808.53,0,1784
INV001325,C0228,Customer 0228,Export,Servo drive,2025-06-26,2025-06-25,2025-06-25,7,184334.02,132720.5,0,321
INV001326,C0206,Customer 0206,North China,Inspection camera,2025-10-12,2025-10-12,2025-10-12,12,466976.75,298865.12,0,20
INV001327,C0276,Customer 0276,West China,Robot arm,2025-05-15,2025-05-15,2025-05-16,3,567786.67,431517.87,0,2538
INV001328,C0310,Customer 0310,West China,Control module,2025-06-05,2025-06-05,2025-06-05,3,48984.28,34289.0,0,788
INV001329,C0249,Customer 0249,South China,Servo drive,2025-08-09,2025-08-09,2025-08-10,12,308091.82,221826.11,0,852
INV001330,C0009,Customer 0009,Central China,Robot arm,2025-10-13,2025-10-13,2025-10-13,3,577300.96,438748.73,0,2806
INV001331,C0167,Customer 0167,East China,Robot arm,2025-05-17,2025-05-17,2025-05-17,12,2074537.43,1576648.45,0,1073
INV001332,C0123,Customer 0123,Central China,Production cell,2025-11-12,2025-11-14,2025-11-14,8,5323703.15,4205725.49,0,3082
INV001333,C0224,Customer 0224,Central China,Inspection camera,2025-03-09,2025-03-09,2025-03-09,12,538686.43,344759.32,0,396
INV001334,C0220,Customer 0220,Export,Production cell,2025-01-01,2025-01-01,2025-01-01,11,6911137.84,5459798.9,0,690
INV001335,C0221,Customer 0221,North China,Control module,2025-05-29,2025-05-29,2025-05-29,10,151889.59,106322.71,0,2111
INV001336,C0092,Customer 0092,Central China,Robot arm,2025-07-24,2025-07-24,2025-07-25,3,544348.6,413704.94,0,1226
INV001337,C0325,Customer 0325,Export,Industrial sensor,2025-01-06,2025-01-06,2025-01-07,6,55343.16,36526.48,0,2730
INV001338,C0285,Customer 0285,East China,Inspection camera,2025-05-25,2025-05-25,2025-05-25,10,416432.89,266517.05,0,336
INV001339,C0211,Customer 0211,North China,Control module,2025-10-28,2025-10-28,2025-10-28,11,168548.4,117983.88,0,1572
INV001340,C0182,Customer 0182,South China,Robot arm,2025-05-06,2025-05-06,2025-05-06,2,375411.01,285312.37,0,335
INV001341,C0039,Customer 0039,West China,Inspection camera,2025-03-22,2025-03-22,2025-03-22,9,360027.3,230417.47,0,1126
INV001342,C0299,Customer 0299,North China,Industrial sensor,2025-08-04,2025-08-04,2025-08-05,4,34204.95,22575.26,0,2750
INV001343,C0124,Customer 0124,South China,Production cell,2025-03-11,2025-03-11,2025-03-11,12,7664652.55,6055075.51,0,502
INV001344,C0106,Customer 0106,Export,Inspection camera,2025-11-19,2025-11-20,2025-11-20,11,458653.57,293538.28,0,2146
INV001345,C0211,Customer 0211,North China,Production cell,2025-10-10,2025-10-10,2025-10-10,7,4714800.79,3724692.63,0,1554
INV001346,C0160,Customer 0160,North China,Inspection camera,2025-12-23,2025-12-24,2025-12-24,12,499269.42,319532.43,0,382
INV001347,C0214,Customer 0214,West China,Inspection camera,2025-04-15,2025-04-16,2025-04-16,10,418061.6,267559.42,0,1348
INV001348,C0320,Customer 0320,Central China,Robot arm,2025-05-08,2025-05-07,2025-05-08,6,1140561.1,866826.43,0,915
INV001349,C0311,Customer 0311,South China,Control module,2025-05-20,2025-05-22,2025-05-22,7,107300.82,75110.57,0,2686
INV001350,C0310,Customer 0310,West China,Production cell,2025-08-29,2025-08-31,2025-08-31,3,2143413.95,1693297.02,0,873
INV001351,C0120,Customer 0120,North China,Inspection camera,2025-08-31,2025-09-01,2025-09-02,8,319724.96,204623.97,0,803
INV001352,C0221,Customer 0221,North China,Industrial sensor,2025-02-15,2025-02-16,2025-02-16,5,43260.0,28551.6,0,2008
INV001353,C0063,Customer 0063,West China,Control module,2025-07-30,2025-07-29,2025-07-29,7,113320.86,79324.6,0,296
INV001354,C0345,Customer 0345,South China,Industrial sensor,2025-10-24,2025-10-25,2025-10-25,7,60668.47,40041.19,0,1580
INV001355,C0149,Customer 0149,Central China,Production cell,2025-06-22,2025-06-21,2025-06-21,6,4302174.88,3398718.15,0,878
INV001356,C0032,Customer 0032,Central China,Control module,2025-04-21,2025-04-22,2025-04-22,5,82555.95,57789.16,0,271
INV001357,C0002,Customer 0002,Export,Industrial sensor,2025-09-02,2025-09-02,2025-09-02,10,82190.64,54245.82,0,1070
INV001358,C0261,Customer 0261,Export,Robot arm,2025-02-08,2025-02-09,2025-02-09,4,796613.27,605426.08,0,862
INV001359,C0026,Customer 0026,West China,Production cell,2025-04-22,2025-04-22,2025-04-22,11,7244409.88,5723083.8,0,2930
INV001360,C0158,Customer 0158,South China,Control module,2025-03-04,2025-03-05,2025-03-06,8,126841.0,88788.7,0,2746
INV001361,C0243,Customer 0243,East China,Servo drive,2025-12-01,2025-12-01,2025-12-01,3,79403.77,57170.72,0,1049
INV001362,C0277,Customer 0277,Export,Inspection camera,2025-05-27,2025-05-26,2025-05-26,7,280100.67,179264.43,0,1960
INV001363,C0153,Customer 0153,West China,Servo drive,2025-06-27,2025-06-27,2025-06-28,9,258273.92,185957.22,0,436
INV001364,C0189,Customer 0189,South China,Servo drive,2025-03-16,2025-03-16,2025-03-16,12,326176.2,234846.87,0,2876
INV001365,C0181,Customer 0181,East China,Servo drive,2025-11-27,2025-11-28,2025-11-28,1,26976.05,19422.76,0,1981
INV001366,C0132,Customer 0132,Central China,Robot arm,2025-03-29,2025-03-29,2025-03-29,1,193046.82,146715.58,0,1793
INV001367,C0304,Customer 0304,South China,Inspection camera,2025-07-30,2025-07-30,2025-07-30,1,44329.26,28370.73,0,2316
INV001368,C0332,Customer 0332,West China,Servo drive,2025-04-19,2025-04-19,2025-04-19,6,173665.53,125039.18,0,1177
INV001369,C0263,Customer 0263,Central China,Robot arm,2025-09-18,2025-09-18,2025-09-18,2,367191.23,279065.33,0,2961
INV001370,C0297,Customer 0297,West China,Industrial sensor,2025-02-21,2025-02-21,2025-02-21,4,36603.24,24158.14,0,46
INV001371,C0254,Customer 0254,North China,Industrial sensor,2025-02-12,2025-02-11,2025-02-11,3,25571.83,16877.4,0,1557
INV001372,C0197,Customer 0197,Central China,Production cell,2025-03-18,2025-03-20,2025-03-21,8,5285180.36,4175292.48,0,1662
INV001373,C0154,Customer 0154,Export,Industrial sensor,2025-09-14,2025-09-14,2025-09-14,3,27271.82,17999.4,0,1783
INV001374,C0034,Customer 0034,North China,Production cell,2025-06-01,2025-06-03,2025-06-03,6,4206324.95,3322996.71,0,330
INV001375,C0284,Customer 0284,West China,Production cell,2025-12-18,2025-12-18,2025-12-18,12,8557692.54,6760577.11,0,583
INV001376,C0179,Customer 0179,Export,Control module,2025-10-25,2025-10-24,2025-10-24,10,150816.91,105571.84,0,2638
INV001377,C0065,Customer 0065,West China,Servo drive,2025-01-15,2025-01-15,2025-01-15,1,25648.41,18466.86,0,2382
INV001378,C0242,Customer 0242,Export,Control module,2025-06-06,2025-06-06,2025-06-06,1,16717.51,11702.25,0,802
INV001379,C0223,Customer 0223,West China,Production cell,2025-04-29,2025-04-29,2025-04-29,5,3496451.34,2762196.56,0,1838
INV001380,C0004,Customer 0004,Central China,Robot arm,2025-07-31,2025-07-31,2025-07-31,9,1743385.9,1324973.28,0,854
INV001381,C0061,Customer 0061,South China,Robot arm,2025-11-04,2025-11-04,2025-11-04,6,1038241.92,789063.86,0,994
INV001382,C0135,Customer 0135,Export,Robot arm,2025-09-17,2025-09-16,2025-09-16,12,2210940.85,1680315.05,0,2952
INV001383,C0034,Customer 0034,North China,Robot arm,2025-03-29,2025-03-29,2025-03-29,11,1971218.99,1498126.44,0,266
INV001384,C0329,Customer 0329,North China,Industrial sensor,2025-03-30,2025-04-01,2025-04-02,2,18260.42,12051.88,0,2608
INV001385,C0277,Customer 0277,Export,Production cell,2025-04-06,2025-04-06,2025-04-06,6,3782060.92,2987828.13,0,1909
INV001386,C0236,Customer 0236,East China,Control module,2025-02-24,2025-02-26,2025-02-26,10,156830.29,109781.2,0,1589
INV001387,C0294,Customer 0294,West China,Control module,2025-05-20,2025-05-22,2025-05-22,8,120978.71,84685.1,0,1570
INV001388,C0297,Customer 0297,West China,Industrial sensor,2025-06-10,2025-06-10,2025-06-10,12,103382.04,68232.15,0,155
INV001389,C0064,Customer 0064,Central China,Control module,2025-10-18,2025-10-18,2025-10-19,8,130435.83,91305.08,0,2867
INV001390,C0182,Customer 0182,South China,Control module,2025-12-11,2025-12-12,2025-12-12,7,106170.41,74319.29,0,554
INV001391,C0230,Customer 0230,Export,Robot arm,2025-10-21,2025-10-22,2025-10-22,10,1955837.07,1486436.17,0,1773
INV001392,C0132,Customer 0132,Central China,Industrial sensor,2025-08-31,2025-09-02,2025-09-03,10,83315.89,54988.49,0,1948
INV001393,C0349,Customer 0349,East China,Robot arm,2025-08-30,2025-08-30,2025-08-30,2,376001.9,285761.45,0,15
INV001394,C0277,Customer 0277,Export,Production cell,2025-08-04,2025-08-04,2025-08-05,8,5178297.48,4090855.01,0,2029
INV001395,C0265,Customer 0265,West China,Production cell,2025-12-10,2025-12-12,2025-12-12,5,3228727.69,2550694.88,0,472
INV001396,C0164,Customer 0164,Central China,Inspection camera,2025-08-10,2025-08-09,2025-08-09,6,259123.27,165838.89,0,896
INV001397,C0178,Customer 0178,East China,Control module,2025-07-26,2025-07-27,2025-07-27,6,90993.44,63695.4,0,1045
INV001398,C0174,Customer 0174,West China,Inspection camera,2025-05-24,2025-05-24,2025-05-24,9,379341.26,242778.41,0,216
INV001399,C0171,Customer 0171,Export,Production cell,2025-08-25,2025-08-25,2025-08-25,8,5854335.34,4624924.92,0,919
INV001400,C0279,Customer 0279,Export,Control module,2025-04-06,2025-04-05,2025-04-05,7,114912.64,80438.85,0,1528
INV001401,C0289,Customer 0289,Export,Control module,2025-08-01,2025-07-31,2025-07-31,8,130915.9,91641.13,0,2370
INV001402,C0115,Customer 0115,East China,Inspection camera,2025-06-24,2025-06-26,2025-06-26,6,238437.48,152599.98,0,2047
INV001403,C0221,Customer 0221,North China,Servo drive,2025-11-07,2025-11-07,2025-11-08,7,196322.61,141352.28,0,2273
INV001404,C0257,Customer 0257,Export,Robot arm,2025-04-06,2025-04-08,2025-04-09,11,1892849.45,1438565.58,0,2867
INV001405,C0191,Customer 0191,East China,Control module,2025-11-05,2025-11-05,2025-11-05,6,88005.11,61603.58,0,3114
INV001406,C0048,Customer 0048,Export,Inspection camera,2025-03-23,2025-03-23,2025-03-23,2,81220.33,51981.01,0,2740
INV001407,C0040,Customer 0040,South China,Inspection camera,2025-04-25,2025-04-25,2025-04-25,11,431571.96,276206.05,0,1562
INV001408,C0332,Customer 0332,West China,Inspection camera,2025-02-23,2025-02-23,2025-02-23,5,197264.09,126249.02,0,1122
INV001409,C0128,Customer 0128,North China,Robot arm,2025-08-29,2025-08-29,2025-08-30,11,1996881.33,1517629.81,0,1967
