journal_id,posting_datetime,debit_account,credit_account,amount,currency,source,user_id,user_role,is_reversal,description,risk_score,risk_level,risk_reasons,period_end,weekend,late_night,round_amount,manual,management_user,rare_account_pair,reversal,suggested_procedure
JE000543,2025-01-17T13:28:00,Cash,Accounts Receivable,7277.68,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000544,2025-02-07T17:15:00,Accounts Receivable,Accounts Receivable,14327.47,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000545,2025-09-21T14:01:00,Sales Returns,Revenue,12833.68,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000546,2025-07-27T14:32:00,Sales Returns,Accounts Receivable,72664.12,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000547,2025-08-31T16:35:00,Accounts Receivable,Accounts Receivable,1951.5,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000548,2025-08-04T08:57:00,Accounts Receivable,Inventory,3467.35,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000549,2025-09-16T16:27:00,Sales Returns,Accounts Receivable,74684.85,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000550,2025-12-09T15:00:00,Accounts Receivable,Revenue,453873.09,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000551,2025-09-06T17:32:00,Cash,Inventory,1418777.29,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000552,2025-01-29T11:52:00,Accounts Receivable,Revenue,110291.34,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000553,2025-08-29T10:05:00,Cash,Revenue,16845.15,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000554,2025-03-17T12:51:00,Cash,Revenue,62969.12,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000555,2025-04-07T12:52:00,Accounts Receivable,Accounts Receivable,66476.85,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000556,2025-02-26T11:33:00,Cash,Revenue,1566926.07,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000557,2025-09-02T17:52:00,Cash,Revenue,1258.55,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000558,2025-12-04T12:53:00,Sales Returns,Accounts Receivable,22580.58,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000559,2025-04-17T09:44:00,Accounts Receivable,Revenue,213894.99,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000560,2025-02-14T12:02:00,Sales Returns,Revenue,48008.98,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000561,2025-07-15T15:34:00,Accounts Receivable,Inventory,1857.97,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000562,2025-01-21T09:33:00,Sales Returns,Revenue,4328.69,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000563,2025-08-24T11:30:00,Sales Returns,Accounts Receivable,4593.64,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000564,2025-08-03T17:46:00,Accounts Receivable,Accounts Receivable,3522.45,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000565,2025-02-26T09:40:00,Sales Returns,Inventory,83525.53,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000566,2025-03-11T11:24:00,Sales Returns,Inventory,355903.4,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000567,2025-11-24T12:11:00,Accounts Receivable,Inventory,62682.79,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000568,2025-10-02T17:38:00,Accounts Receivable,Inventory,161670.33,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000569,2025-05-17T10:19:00,Cash,Inventory,2914.97,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000570,2025-01-19T15:45:00,Sales Returns,Accounts Receivable,1373021.52,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000571,2025-01-07T08:34:00,Accounts Receivable,Accounts Receivable,88477.77,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000572,2025-05-09T11:53:00,Accounts Receivable,Accounts Receivable,1045454.37,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000573,2025-10-10T09:36:00,Accounts Receivable,Revenue,8073.16,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000574,2025-09-02T14:34:00,Accounts Receivable,Revenue,269006.18,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000575,2025-07-10T12:11:00,Cash,Revenue,1426.74,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000576,2025-09-23T10:58:00,Cash,Inventory,2023.67,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000577,2025-10-17T10:45:00,Cash,Inventory,965700.14,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000578,2025-10-27T14:29:00,Sales Returns,Accounts Receivable,31888.67,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000579,2025-02-19T13:47:00,Sales Returns,Revenue,520233.85,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000580,2025-03-17T18:57:00,Sales Returns,Revenue,69900.41,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000581,2025-01-15T18:33:00,Accounts Receivable,Accounts Receivable,940654.66,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000582,2025-10-15T12:06:00,Cash,Inventory,21525.69,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000583,2025-02-11T14:39:00,Accounts Receivable,Revenue,141258.84,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000584,2025-12-17T10:44:00,Sales Returns,Revenue,2588.59,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000585,2025-02-09T15:52:00,Cash,Revenue,7339.78,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000586,2025-12-27T17:04:00,Cash,Accounts Receivable,121879.47,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000587,2025-06-27T16:16:00,Sales Returns,Revenue,544919.03,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000588,2025-08-01T10:34:00,Cash,Inventory,843774.02,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000589,2025-02-26T16:42:00,Accounts Receivable,Accounts Receivable,6026.06,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000590,2025-07-07T14:12:00,Cash,Accounts Receivable,117387.46,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000591,2025-06-28T11:53:00,Sales Returns,Revenue,143591.79,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000592,2025-10-04T18:09:00,Sales Returns,Accounts Receivable,2016.79,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000593,2025-07-28T11:22:00,Cash,Inventory,799705.65,CNY,subledger,u004,Controller,False,Synthetic journal entry for audit analytics,15,Medium,management user,False,False,False,False,False,True,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000594,2025-08-11T14:07:00,Accounts Receivable,Accounts Receivable,1349.85,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000595,2025-09-07T15:07:00,Cash,Inventory,111556.37,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000596,2025-05-13T13:28:00,Accounts Receivable,Revenue,18081.8,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000597,2025-06-20T17:24:00,Accounts Receivable,Inventory,465972.66,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000598,2025-02-09T15:04:00,Accounts Receivable,Inventory,59978.59,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000599,2025-12-19T14:21:00,Cash,Revenue,169084.25,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000600,2025-11-25T14:08:00,Sales Returns,Inventory,21194.28,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000601,2025-01-14T11:58:00,Accounts Receivable,Inventory,17765.46,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000602,2025-03-20T15:13:00,Cash,Accounts Receivable,173960.89,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000603,2025-01-15T15:18:00,Accounts Receivable,Inventory,36261.82,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000604,2025-05-29T14:09:00,Accounts Receivable,Revenue,8800.6,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000605,2025-02-10T11:12:00,Sales Returns,Inventory,1482067.17,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000606,2025-04-06T13:40:00,Accounts Receivable,Accounts Receivable,65535.22,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000607,2025-01-25T11:39:00,Accounts Receivable,Inventory,5027.39,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000608,2025-03-31T08:14:00,Sales Returns,Revenue,7684.82,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000609,2025-09-24T10:11:00,Cash,Revenue,3661.65,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000610,2025-11-25T15:37:00,Sales Returns,Inventory,1832.08,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000611,2025-07-02T09:35:00,Cash,Revenue,276699.27,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000612,2025-06-05T13:05:00,Accounts Receivable,Revenue,5711.12,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000613,2025-07-26T14:03:00,Cash,Revenue,1066.15,CNY,automated,batch,System,True,Synthetic journal entry for audit analytics,20,Medium,weekend; reversal,False,True,False,False,False,False,False,True,Agree to reversing entry and assess whether reversal masks period-end bias
JE000614,2025-06-07T12:44:00,Accounts Receivable,Inventory,283818.2,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000615,2025-03-31T08:12:00,Sales Returns,Inventory,5574.54,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000616,2025-02-17T10:35:00,Sales Returns,Revenue,44763.14,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000617,2025-07-02T18:25:00,Sales Returns,Revenue,1255.67,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000618,2025-06-17T13:53:00,Accounts Receivable,Inventory,7539.39,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000619,2025-12-31T16:25:00,Sales Returns,Revenue,9360.57,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics,18,Medium,period end,True,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000620,2025-05-16T09:11:00,Sales Returns,Revenue,1562821.78,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000621,2025-08-28T13:37:00,Cash,Accounts Receivable,260853.02,CNY,manual,u004,Controller,False,Synthetic journal entry for audit analytics,27,Medium,manual; management user,False,False,False,False,True,True,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000622,2025-10-14T10:12:00,Sales Returns,Inventory,950833.91,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000623,2025-02-19T12:02:00,Sales Returns,Revenue,6187.17,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000624,2025-07-03T10:26:00,Sales Returns,Inventory,35265.53,CNY,manual,u004,Controller,False,Synthetic journal entry for audit analytics,27,Medium,manual; management user,False,False,False,False,True,True,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000625,2025-02-11T18:01:00,Cash,Inventory,14808.07,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000626,2025-02-15T18:29:00,Sales Returns,Accounts Receivable,6853.75,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000627,2025-11-27T18:10:00,Cash,Inventory,48523.98,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000628,2025-05-10T10:47:00,Cash,Inventory,303500.39,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000629,2025-02-14T08:07:00,Sales Returns,Inventory,122379.56,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000630,2025-07-23T17:25:00,Sales Returns,Inventory,32586.61,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000631,2025-04-06T13:38:00,Cash,Inventory,5182.09,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000632,2025-03-21T10:15:00,Cash,Revenue,1143.75,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000633,2025-06-16T09:47:00,Cash,Inventory,122986.51,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000634,2025-01-15T13:08:00,Cash,Revenue,805579.76,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000635,2025-11-23T17:35:00,Accounts Receivable,Accounts Receivable,216453.11,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000636,2025-07-08T08:32:00,Sales Returns,Revenue,1000.49,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000637,2025-12-11T14:21:00,Sales Returns,Revenue,3614.56,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000638,2025-03-01T18:10:00,Sales Returns,Inventory,1366784.18,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000639,2025-07-20T16:19:00,Cash,Inventory,20358.02,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000640,2025-05-28T14:26:00,Sales Returns,Accounts Receivable,16690.62,CNY,subledger,u004,Controller,False,Synthetic journal entry for audit analytics,15,Medium,management user,False,False,False,False,False,True,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000641,2025-01-29T17:42:00,Sales Returns,Revenue,130925.83,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000642,2025-07-31T16:12:00,Accounts Receivable,Accounts Receivable,1755.44,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000643,2025-12-10T10:19:00,Cash,Accounts Receivable,96942.3,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000644,2025-09-12T17:54:00,Cash,Accounts Receivable,68761.41,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000645,2025-08-12T11:30:00,Accounts Receivable,Revenue,35813.4,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000646,2025-07-08T12:59:00,Cash,Accounts Receivable,6999.15,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000647,2025-06-30T18:09:00,Sales Returns,Revenue,25296.28,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000648,2025-06-24T13:08:00,Cash,Inventory,926182.79,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000649,2025-10-30T18:19:00,Sales Returns,Inventory,823031.84,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000650,2025-11-05T08:07:00,Sales Returns,Accounts Receivable,86933.76,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000651,2025-12-22T13:38:00,Cash,Revenue,112203.07,CNY,manual,u004,Controller,False,Synthetic journal entry for audit analytics,27,Medium,manual; management user,False,False,False,False,True,True,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000652,2025-03-09T12:59:00,Cash,Revenue,18518.61,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000653,2025-09-05T17:30:00,Sales Returns,Accounts Receivable,5388.53,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000654,2025-12-22T10:38:00,Cash,Revenue,1162.44,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000655,2025-03-25T17:09:00,Accounts Receivable,Inventory,4589.63,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000656,2025-02-14T11:25:00,Cash,Inventory,5873.93,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000657,2025-10-09T15:59:00,Accounts Receivable,Inventory,2602.28,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000658,2025-01-18T09:46:00,Sales Returns,Inventory,697657.48,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000659,2025-07-17T11:27:00,Accounts Receivable,Accounts Receivable,4134.47,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000660,2025-12-20T18:50:00,Accounts Receivable,Inventory,7729.39,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000661,2025-02-21T16:32:00,Cash,Inventory,134189.92,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000662,2025-08-23T17:44:00,Accounts Receivable,Accounts Receivable,16459.73,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
